0#[0, 1, 2, 3, 4, 5, 6, 7, 8]
2001#[0, 1, 2, 3, 4, 5, 6, 7, 8]
210#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100020000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
10200#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1101000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
20001000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
2010#[0, 1, 2, 3, 4, 5, 6, 7, 8]
10011000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1110000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
12000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
200000010#[0, 1, 2, 3, 4, 5, 6, 7, 8]
300000000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100000020#[0, 1, 2, 3, 4, 5, 6, 7, 8]
300000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
101100000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
110001000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100010001#[0, 1, 2, 3, 4, 5, 6, 7, 8]
200000001#[0, 1, 2, 3, 4, 5, 6, 7, 8]
10001010#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1002#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100010010#[0, 1, 2, 3, 4, 5, 6, 7, 8]
101100#[0, 1, 2, 3, 4, 5, 6, 7, 8]
3000000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
10001001#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1100001#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100100100#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1011#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100000002#[0, 1, 2, 3, 4, 5, 6, 7, 8]
11001#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1100010#[0, 1, 2, 3, 4, 5, 6, 7, 8]
2000100#[0, 1, 2, 3, 4, 5, 6, 7, 8]
200010000#[0, 1, 2, 3, 4, 5, 6, 7, 8]
1020#[0, 1, 2, 3, 4, 5, 6, 7, 8]
100000011#[0, 1, 2, 3, 4, 5, 6, 7, 8]
